countryname,iso3c,wbregion,incgroup,lendingcat,census_round,date,year,planned,notes
St. Pierre and Miquelon,SPM,,,,round2010, March 2006,2006,0,
St. Pierre and Miquelon,SPM,,,,round2020, 1 January 2015,2015,0,
Serbia,SRB,Europe & Central Asia,Upper middle income,IBRD,round1990, 31 March 1991,1991,0,
Serbia,SRB,Europe & Central Asia,Upper middle income,IBRD,round2000, (14) 31 March 2002,2002,0,Census not carried out on the territory of Kosovo and Metohia.
Serbia,SRB,Europe & Central Asia,Upper middle income,IBRD,round2010, 1-15 October 2011,2011,0,
Serbia,SRB,Europe & Central Asia,Upper middle income,IBRD,round2020, (31 March 2021),2021,1,
South Sudan,SSD,Sub-Saharan Africa,Low income,IDA,round1990, (P) 15 April 1993,1993,0,Population census only.
South Sudan,SSD,Sub-Saharan Africa,Low income,IDA,round2010, 21 Apr.-5 Jun. 2008,2008,0,
South Sudan,SSD,Sub-Saharan Africa,Low income,IDA,round2000, -,,0,
South Sudan,SSD,Sub-Saharan Africa,Low income,IDA,round2020, -,,0,
Sao Tomé and Principé,STP,Sub-Saharan Africa,Lower middle income,IDA,round1990, 4 August 1991,1991,0,
Sao Tomé and Principé,STP,Sub-Saharan Africa,Lower middle income,IDA,round2000, 25 August 2001,2001,0,
Sao Tomé and Principé,STP,Sub-Saharan Africa,Lower middle income,IDA,round2010, 13 May 2012,2012,0,
Sao Tomé and Principé,STP,Sub-Saharan Africa,Lower middle income,IDA,round2020, (14 May 2022),2022,1,
Suriname,SUR,Latin America & Caribbean,Upper middle income,IBRD,round2000, 31 March 2003,2003,0,
Suriname,SUR,Latin America & Caribbean,Upper middle income,IBRD,round2000, (13)2 August 2004,2004,0,"Due to the circumstances, the census was conducted again in 2004."
Suriname,SUR,Latin America & Caribbean,Upper middle income,IBRD,round2010, 13 August 2012,2012,0,
Suriname,SUR,Latin America & Caribbean,Upper middle income,IBRD,round2020,+ (2022),2022,1,
Suriname,SUR,Latin America & Caribbean,Upper middle income,IBRD,round1990, -,,0,
Suriname,SUR,Latin America & Caribbean,Upper middle income,IBRD,round1990, -,,0,
Slovakia,SVK,Europe & Central Asia,High income,,round1990, 3 March 1991,1991,0,
Slovakia,SVK,Europe & Central Asia,High income,,round2000, 25 May 2001,2001,0,
Slovakia,SVK,Europe & Central Asia,High income,,round2010, 14 May-4 Jun. 2011,2011,0,
Slovakia,SVK,Europe & Central Asia,High income,,round2020,+ (2021),2021,1,
Slovenia,SVN,Europe & Central Asia,High income,,round1990, 31 March 1991,1991,0,
Slovenia,SVN,Europe & Central Asia,High income,,round2000, 31 March 2002,2002,0,
Slovenia,SVN,Europe & Central Asia,High income,,round2010, (3)1 January 2011,2011,0,Population figures compiled from administrative registers.
Slovenia,SVN,Europe & Central Asia,High income,,round2020, (3) 1 January 2015,2015,0,Population figures compiled from administrative registers.
Slovenia,SVN,Europe & Central Asia,High income,,round2020, (3) 1 January 2018,2018,0,Population figures compiled from administrative registers.
Slovenia,SVN,Europe & Central Asia,High income,,round2020, (3) (1 January 2021),2021,1,Population figures compiled from administrative registers.
Sweden ,SWE,Europe & Central Asia,High income,,round1990, 1 November 1985,1985,0,Population figures compiled from administrative registers.
Sweden ,SWE,Europe & Central Asia,High income,,round1990, 1 November 1990,1990,0,Population figures compiled from administrative registers.
Sweden ,SWE,Europe & Central Asia,High income,,round2010, 31 December 2011,2011,0,Population figures compiled from administrative registers.
Sweden ,SWE,Europe & Central Asia,High income,,round2020, (31 December 2021),2021,1,Population figures compiled from administrative registers.
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,IBRD,round1990, 25 August 1986,1986,0,
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,IBRD,round2000, 11-12 May 1997,1997,0,
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,IBRD,round2010, 28 Apr.-14 May 2007,2007,0,
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,IBRD,round2020, 29 April 2017,2017,0,
Sint Maarten,SXM,Latin America & Caribbean,High income,,round2020,+ (2021),2021,1,
Seychelles,SYC,Sub-Saharan Africa,High income,IBRD,round1990, (P) 17 August 1987,1987,0,Population census only.
Seychelles,SYC,Sub-Saharan Africa,High income,IBRD,round1990, 26 August 1994,1994,0,
Seychelles,SYC,Sub-Saharan Africa,High income,IBRD,round2000, 29 August 1997,1997,0,
Seychelles,SYC,Sub-Saharan Africa,High income,IBRD,round2000, 22-26 August 2002,2002,0,
Seychelles,SYC,Sub-Saharan Africa,High income,IBRD,round2010, 26-30 August 2010,2010,0,
Seychelles,SYC,Sub-Saharan Africa,High income,IBRD,round2020, (27-31 August 2020),2020,1,
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,IDA,round1990, 3-9 September 1994,1994,0,
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,IDA,round2000, 22 September 2004,2004,0,
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,IDA,round2010, -,,0,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,round1990, 31 May 1990,1990,0,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,round2000, 10 September 2001,2001,0,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,round2010, 25 January 2012,2012,0,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,,round2020,+ (2022),2022,1,
Chad,TCD,Sub-Saharan Africa,Low income,IDA,round1990, 8 April 1993,1993,0,
Chad,TCD,Sub-Saharan Africa,Low income,IDA,round2010, 20 May-20 June 2009,2009,0,
Chad,TCD,Sub-Saharan Africa,Low income,IDA,round2020, (15 April 2021),2021,1,
Chad,TCD,Sub-Saharan Africa,Low income,IDA,round2000, -,,0,
Togo,TGO,Sub-Saharan Africa,Low income,IDA,round2010, 6-19 November 2010,2010,0,
Togo,TGO,Sub-Saharan Africa,Low income,IDA,round2020, (23 November 2020),2020,1,
Togo,TGO,Sub-Saharan Africa,Low income,IDA,round1990, -,,0,
Togo,TGO,Sub-Saharan Africa,Low income,IDA,round2000, -,,0,
Thailand,THA,East Asia & Pacific,Upper middle income,IBRD,round1990, 1 April 1990,1990,0,
Thailand,THA,East Asia & Pacific,Upper middle income,IBRD,round2000, 1 April 2000,2000,0,
Thailand,THA,East Asia & Pacific,Upper middle income,IBRD,round2010, 1 Sep.-31 Oct. 2010,2010,0,
Thailand,THA,East Asia & Pacific,Upper middle income,IBRD,round2020, (1 March 2020),2020,1,
Tajikistan,TJK,Europe & Central Asia,Low income,IDA,round1990, 12 January 1989,1989,0,
Tajikistan,TJK,Europe & Central Asia,Low income,IDA,round2000, 20 January 2000,2000,0,
Tajikistan,TJK,Europe & Central Asia,Low income,IDA,round2010, 21-30 September 2010,2010,0,
Tajikistan,TJK,Europe & Central Asia,Low income,IDA,round2020, (1 October 2020),2020,1,
Tokelau,TKL,,,,round1990, 10 October 1986,1986,0,
Tokelau,TKL,,,,round2000, 11 November 1996,1996,0,
Tokelau,TKL,,,,round2000, 11 October 2001,2001,0,
Tokelau,TKL,,,,round2010, 18 October 2006,2006,0,
Tokelau,TKL,,,,round2010, 18 October 2011,2011,0,
Tokelau,TKL,,,,round2020, 18 October 2016,2016,0,
Tokelau,TKL,,,,round2020,+ (2021),2021,1,
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,IBRD,round1990, 12 January 1989,1989,0,
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,IBRD,round2000, 10 January 1995,1995,0,
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,IBRD,round2010, 15-26 December 2012,2012,0,
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,IBRD,round2020,+ (2022),2022,1,
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,Blend,round1990, 31 October 1990,1990,0,
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,Blend,round2000, 11 July 2004,2004,0,
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,Blend,round2010, 11-25 July 2010,2010,0,
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,Blend,round2020, 11-25 July 2015,2015,0,
Tonga,TON,East Asia & Pacific,Upper middle income,IDA,round1990, 28 November 1986,1986,0,
Tonga,TON,East Asia & Pacific,Upper middle income,IDA,round2000, 30 November 1996,1996,0,
Tonga,TON,East Asia & Pacific,Upper middle income,IDA,round2010, 30 Nov.-4 Dec. 2006,2006,0,
Tonga,TON,East Asia & Pacific,Upper middle income,IDA,round2020, 30 November 2016,2016,0,
Tonga,TON,East Asia & Pacific,Upper middle income,IDA,round2020,+ (2021),2021,1,
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,IBRD,round1990, 2 May 1990,1990,0,
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,IBRD,round2000, 15 May 2000,2000,0,
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,IBRD,round2010, 9 Jan. - 20 Feb. 2011,2011,0,
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,IBRD,round2020,+ (2021),2021,1,
Tunisia,TUN,Middle East & North Africa,Lower middle income,IBRD,round1990, 20 April 1994,1994,0,
Tunisia,TUN,Middle East & North Africa,Lower middle income,IBRD,round2000, 28 April 2004,2004,0,
Tunisia,TUN,Middle East & North Africa,Lower middle income,IBRD,round2010, 23 Apr.-15 May 2014,2014,0,
Tunisia,TUN,Middle East & North Africa,Lower middle income,IBRD,round2020,+ (2024),2024,1,
Turkey ,TUR,Europe & Central Asia,Upper middle income,IBRD,round1990, 20 October 1985,1985,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Turkey ,TUR,Europe & Central Asia,Upper middle income,IBRD,round1990, 21 October 1990,1990,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Turkey ,TUR,Europe & Central Asia,Upper middle income,IBRD,round2000, (H) 30 October 1997,1997,0,Housing census only.
Turkey ,TUR,Europe & Central Asia,Upper middle income,IBRD,round2000, (P) 22 October 2000,2000,0,Population census only.
Turkey ,TUR,Europe & Central Asia,Upper middle income,IBRD,round2010, 3 Oct.-30 Nov. 2011,2011,0,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Turkey ,TUR,Europe & Central Asia,Upper middle income,IBRD,round2020,+ (2021),2021,1,"Population figures compiled from administrative registers in combination with other sources of data, such as sample surveys."
Tuvalu,TUV,East Asia & Pacific,Upper middle income,IDA,round1990, (P) 1 June 1985,1985,0,Population census only.
Tuvalu,TUV,East Asia & Pacific,Upper middle income,IDA,round1990, 17 November 1991,1991,0,
Tuvalu,TUV,East Asia & Pacific,Upper middle income,IDA,round2000, 1 November 2002,2002,0,
Tuvalu,TUV,East Asia & Pacific,Upper middle income,IDA,round2010, 4 November 2012,2012,0,
Tuvalu,TUV,East Asia & Pacific,Upper middle income,IDA,round2020,+ (2022),2022,1,
United Republic of Tanzania,TZA,Sub-Saharan Africa,Low income,IDA,round1990, 28 August 1988,1988,0,
United Republic of Tanzania,TZA,Sub-Saharan Africa,Low income,IDA,round2000, 24-25 August 2002,2002,0,
United Republic of Tanzania,TZA,Sub-Saharan Africa,Low income,IDA,round2010, 26 August 2012,2012,0,
United Republic of Tanzania,TZA,Sub-Saharan Africa,Low income,IDA,round2020,+ (2022),2022,1,
Uganda,UGA,Sub-Saharan Africa,Low income,IDA,round1990, 12-19 January 1991,1991,0,
Uganda,UGA,Sub-Saharan Africa,Low income,IDA,round2000, 12 September 2002,2002,0,
Uganda,UGA,Sub-Saharan Africa,Low income,IDA,round2010, 27 Aug.-6 Sep. 2014,2014,0,
Uganda,UGA,Sub-Saharan Africa,Low income,IDA,round2020,+ (2024),2024,1,
Ukraine,UKR,Europe & Central Asia,Lower middle income,IBRD,round1990, 12 January 1989,1989,0,
Ukraine,UKR,Europe & Central Asia,Lower middle income,IBRD,round2000, 5 December 2001,2001,0,
Ukraine,UKR,Europe & Central Asia,Lower middle income,IBRD,round2020, (10 Nov.-23 Dec. 2020),2020,1,
Ukraine,UKR,Europe & Central Asia,Lower middle income,IBRD,round2010, -,,0,
Uruguay,URY,Latin America & Caribbean,High income,IBRD,round1990, 23 October 1985,1985,0,
Uruguay,URY,Latin America & Caribbean,High income,IBRD,round2000, 22 May 1996,1996,0,
Uruguay,URY,Latin America & Caribbean,High income,IBRD,round2000, June - July 2004,2004,0,
Uruguay,URY,Latin America & Caribbean,High income,IBRD,round2010, 1-30 Sept. 2011,2011,0,
Uruguay,URY,Latin America & Caribbean,High income,IBRD,round2020,+ (2021),2021,1,
United States of America,USA,North America,High income,,round1990, (17) 1 April 1990,1990,0,"Traditional decennial census with full field enumeration, and a continuous sample survey."
United States of America,USA,North America,High income,,round2000, (17)1 April 2000,2000,0,"Traditional decennial census with full field enumeration, and a continuous sample survey."
United States of America,USA,North America,High income,,round2010, (17)1 April 2010,2010,0,"Traditional decennial census with full field enumeration, and a continuous sample survey."
United States of America,USA,North America,High income,,round2020, (17) (1 April 2020),2020,1,"Traditional decennial census with full field enumeration, and a continuous sample survey."
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,Blend,round1990, 12 January 1989,1989,0,
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,Blend,round2020,+ (2022),2022,1,
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,Blend,round2000, -,,0,
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,Blend,round2010, -,,0,
Holy See,VAT,,,,round2010, (3) 1 July 2009,2009,0,Population figures compiled from administrative registers.
Holy See,VAT,,,,round2020,+ (2020),2020,1,
Holy See,VAT,,,,round1990, (3),,0,Population figures compiled from administrative registers.
Holy See,VAT,,,,round2000, (3),,0,Population figures compiled from administrative registers.
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Blend,round1990, 12 May 1991,1991,0,
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Blend,round2000, 14 May 2001,2001,0,
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Blend,round2010, 12 June 2012,2012,0,
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,Blend,round2020,+ (2021),2021,1,
Venezuela,VEN,Latin America & Caribbean,Upper middle income,IBRD,round1990, 20 October 1990,1990,0,
Venezuela,VEN,Latin America & Caribbean,Upper middle income,IBRD,round2000, 30 October 2001,2001,0,
Venezuela,VEN,Latin America & Caribbean,Upper middle income,IBRD,round2010, 1 Sep.-30 Nov. 2011,2011,0,
Venezuela,VEN,Latin America & Caribbean,Upper middle income,IBRD,round2020,+ (2021),2021,1,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,round1990, 12 May 1991,1991,0,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,round2000, 21 May 2001,2001,0,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,round2010, 12 July 2010,2010,0,
British Virgin Islands,VGB,Latin America & Caribbean,High income,,round2020, (June 2020),2020,1,
United States Virgin Islands,VIR,Latin America & Caribbean,High income,,round1990, 1 April 1990,1990,0,
United States Virgin Islands,VIR,Latin America & Caribbean,High income,,round2000, 1 April 2000,2000,0,
United States Virgin Islands,VIR,Latin America & Caribbean,High income,,round2010, 1 April 2010,2010,0,
United States Virgin Islands,VIR,Latin America & Caribbean,High income,,round2020, (April 2020),2020,1,
Viet Nam,VNM,East Asia & Pacific,Lower middle income,IBRD,round1990, 1 April 1989,1989,0,
Viet Nam,VNM,East Asia & Pacific,Lower middle income,IBRD,round2000, 1 April 1999,1999,0,
Viet Nam,VNM,East Asia & Pacific,Lower middle income,IBRD,round2010, 1-15 April 2009,2009,0,
Viet Nam,VNM,East Asia & Pacific,Lower middle income,IBRD,round2020, 1 April 2019,2019,0,
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IDA,round1990, (P) 20 January 1986,1986,0,Population census only.
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IDA,round1990, 16 May 1989,1989,0,
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IDA,round2000, 16-30 November 1999,1999,0,
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IDA,round2010, 16-30 November 2009,2009,0,
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IDA,round2020, 7 November 2016,2016,0,
Vanuatu,VUT,East Asia & Pacific,Lower middle income,IDA,round2020,+ (2020),2020,1,
Wallis and Futuna Islands,WLF,,,,round1990, (P) 11 December 1990,1990,0,Population census only.
Wallis and Futuna Islands,WLF,,,,round2000, 3 October 1996,1996,0,
Wallis and Futuna Islands,WLF,,,,round2000, 21 July 2003,2003,0,
Wallis and Futuna Islands,WLF,,,,round2010, 21 Jul.-16 Aug. 2008,2008,0,
Wallis and Futuna Islands,WLF,,,,round2010, 22 Jul.-17 Aug. 2013,2013,0,
Wallis and Futuna Islands,WLF,,,,round2020, 23 Jul.-18 Aug. 2018,2018,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round1990, 3-4 November 1986,1986,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round1990, 5 November 1991,1991,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round2000, 5 November 2001,2001,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round2010, 5 November 2006,2006,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round2010, 7 November 2011,2011,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round2020, 7 November 2016,2016,0,
Samoa,WSM,East Asia & Pacific,Upper middle income,IDA,round2020,+ (2020),2020,1,
Yemen,YEM,Middle East & North Africa,Low income,IDA,round1990, (6) 1-18 February 1986,1986,0,Enumeration of former Yemen Arab Republic.
Yemen,YEM,Middle East & North Africa,Low income,IDA,round1990, (7) 29-30 March 1988,1988,0,Enumeration of former Democratic Yemen.
Yemen,YEM,Middle East & North Africa,Low income,IDA,round1990, 16-17 December 1994,1994,0,
Yemen,YEM,Middle East & North Africa,Low income,IDA,round2000, 16-19 December 2004,2004,0,
Yemen,YEM,Middle East & North Africa,Low income,IDA,round2020, -,,0,
Yemen,YEM,Middle East & North Africa,Low income,IDA,round2010, -,,0,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,IBRD,round1990, 5 March 1985,1985,0,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,IBRD,round1990, 7 March 1991,1991,0,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,IBRD,round2000, 10 October 1996,1996,0,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,IBRD,round2000, 10 October 2001,2001,0,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,IBRD,round2010, 10 Oct.-7 Nov. 2011,2011,0,
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,IBRD,round2020,+ (2021),2021,1,
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,IDA,round1990, 20 August 1990,1990,0,
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,IDA,round2000, 25 October 2000,2000,0,
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,IDA,round2010, 16 Oct.-5 Nov. 2010,2010,0,
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,IDA,round2020, (August 2020),2020,1,
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,Blend,round1990, 18 August 1992,1992,0,
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,Blend,round2000, 17-27 August 2002,2002,0,
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,Blend,round2010, 18-27 August 2012,2012,0,
Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,Blend,round2020, (August 2022),2022,1,
Netherlands Antilles,,,,,round1990, 27 January 1992,1992,0,
Netherlands Antilles,,,,,round2000, 29 January 2001,2001,0,
